donor_id,donor_name,biological_sex,age,full_genotype
394569,Gad67-GFP_X94-394569,F,P56,Gad67-GFP_X94/wt
393922,Slc32a1-IRES-Cre;Ai14-393922,F,P60,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394486,Chat-IRES-Cre-neo;Ai14-394486,M,P57,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
393692,Gad2-IRES-Cre;Ai14-393692,M,P63,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394570,Gad67-GFP_X94-394570,F,P57,Gad67-GFP_X94/wt
395303,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-395303,M,P54,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
393923,Slc32a1-IRES-Cre;Ai14-393923,F,P61,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
395420,Vip-IRES-Cre;Ai14-395420,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
395306,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-395306,F,P56,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
393924,Slc32a1-IRES-Cre;Ai14-393924,M,P63,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
395954,Sst-IRES-Cre;Ai14-395954,M,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
395724,Sst-IRES-Cre;Ai14-395724,F,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
395721,Sst-IRES-Cre;Ai14-395721,M,P58,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
396257,Pvalb-T2A-CreERT2;Ai14-396257,M,P54,Pvalb-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
396817,Nos1-CreERT2;Ai14-396817,F,P52,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
396625,Ndnf-IRES2-dgCre;Ai14-396625,M,P52,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
395722,Sst-IRES-Cre;Ai14-395722,F,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
396260,Pvalb-T2A-CreERT2;Ai14-396260,M,P55,Pvalb-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
396798,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-396798,F,P53,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt
395797,Slc17a8-iCre;Ai14-395797,F,P58,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt
395723,Sst-IRES-Cre;Ai14-395723,F,P61,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
396735,Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-396735,M,P55,Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
398012,Vip-IRES-Cre;Ai14-398012,F,P51,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
397195,Th-P2A-FlpO;Ai65F-397195,M,P56,Th-P2A-FlpO/wt;Ai65F/wt
396261,Pvalb-T2A-CreERT2;Ai14-396261,M,P60,Pvalb-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
398210,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-398210,M,P50,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
398013,Vip-IRES-Cre;Ai14-398013,F,P52,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
397196,Th-P2A-FlpO;Ai65F-397196,M,P57,Th-P2A-FlpO/wt;Ai65F/wt
396262,Pvalb-T2A-CreERT2;Ai14-396262,M,P61,Pvalb-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
397651,Htr3a-Cre_NO152;Ai14-397651,M,P55,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
397999,Vip-IRES-Cre;Ai14-397999,M,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
397198,Th-P2A-FlpO;Ai65F-397198,F,P58,Th-P2A-FlpO/wt;Ai65F/wt
398004,Vip-IRES-Cre;Ai14-398004,F,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
398005,Vip-IRES-Cre;Ai14-398005,F,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
397199,Th-P2A-FlpO;Ai65F-397199,F,P60,Th-P2A-FlpO/wt;Ai65F/wt
397653,Htr3a-Cre_NO152;Ai14-397653,M,P58,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
398635,Vip-IRES-Cre;Ai14-398635,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
398605,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-398605,M,P55,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
397654,Htr3a-Cre_NO152;Ai14-397654,M,P61,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
398636,Vip-IRES-Cre;Ai14-398636,F,P56,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
397655,Htr3a-Cre_NO152;Ai14-397655,M,P62,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
399697,Gad2-IRES-Cre;Ai14-399697,M,P51,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
399114,Slc17a7-IRES2-Cre;Ai14-399114,M,P56,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
398664,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664,M,P58,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
399698,Gad2-IRES-Cre;Ai14-399698,M,P54,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400563,Pvalb-IRES-Cre;Ai14-400563,M,P49,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400679,Sst-IRES-Cre;Ai14-400679,M,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400685,Sst-IRES-Cre;Ai14-400685,M,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400565,Pvalb-IRES-Cre;Ai14-400565,M,P52,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400683,Sst-IRES-Cre;Ai14-400683,M,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400687,Sst-IRES-Cre;Ai14-400687,F,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400569,Pvalb-IRES-Cre;Ai14-400569,F,P52,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400688,Sst-IRES-Cre;Ai14-400688,F,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
399825,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-399825,M,P55,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
400570,Pvalb-IRES-Cre;Ai14-400570,F,P52,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
402271,Sst-IRES-Cre;Ai14-402271,F,P55,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
400429,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-400429,M,P57,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
401243,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-401243,M,P57,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
